Calories,Activity,Id,ActivityDay,,,
2026,04-12-2016,5553957443,04-12-2016,12,,
1718,13-04-2016,5553957443,4/13/2016,4,,
2324,14-04-2016,5553957443,4/14/2016,4,,
2254,15-04-2016,5553957443,4/15/2016,4,,
1831,16-04-2016,5553957443,4/16/2016,4,,
1397,17-04-2016,5553957443,4/17/2016,4,,
1683,18-04-2016,5553957443,4/18/2016,4,,
2284,19-04-2016,5553957443,4/19/2016,4,,
1570,20-04-2016,5553957443,4/20/2016,4,,
2066,21-04-2016,5553957443,4/21/2016,4,,
2105,22-04-2016,5553957443,4/22/2016,4,,
1776,23-04-2016,5553957443,4/23/2016,4,,
1507,24-04-2016,5553957443,4/24/2016,4,,
2033,25-04-2016,5553957443,4/25/2016,4,,
2093,26-04-2016,5553957443,4/26/2016,4,,
1922,27-04-2016,5553957443,4/27/2016,4,,
1999,28-04-2016,5553957443,4/28/2016,4,,
2169,29-04-2016,5553957443,4/29/2016,4,,
1463,30-04-2016,5553957443,4/30/2016,4,,
1747,05-01-2016,5553957443,05-01-2016,1,,
1996,05-02-2016,5553957443,05-02-2016,2,,
2116,05-03-2016,5553957443,05-03-2016,3,,
1698,05-04-2016,5553957443,05-04-2016,4,,
2156,05-05-2016,5553957443,05-05-2016,5,,
1916,05-06-2016,5553957443,05-06-2016,6,,
1494,05-07-2016,5553957443,05-07-2016,7,,
1762,05-08-2016,5553957443,05-08-2016,8,,
2272,05-09-2016,5553957443,05-09-2016,9,,
2335,05-10-2016,5553957443,05-10-2016,10,,
1693,05-11-2016,5553957443,05-11-2016,11,,
741,05-12-2016,5553957443,05-12-2016,12,,
3405,04-12-2016,5577150313,04-12-2016,12,,
2551,13-04-2016,5577150313,4/13/2016,4,,
4022,14-04-2016,5577150313,4/14/2016,4,,
4005,15-04-2016,5577150313,4/15/2016,4,,
4274,16-04-2016,5577150313,4/16/2016,4,,
4552,17-04-2016,5577150313,4/17/2016,4,,
3625,18-04-2016,5577150313,4/18/2016,4,,
3501,19-04-2016,5577150313,4/19/2016,4,,
3192,20-04-2016,5577150313,4/20/2016,4,,
4018,21-04-2016,5577150313,4/21/2016,4,,
3329,22-04-2016,5577150313,4/22/2016,4,,
3152,23-04-2016,5577150313,4/23/2016,4,,
4392,24-04-2016,5577150313,4/24/2016,4,,
3374,25-04-2016,5577150313,4/25/2016,4,,
3088,26-04-2016,5577150313,4/26/2016,4,,
3294,27-04-2016,5577150313,4/27/2016,4,,
3580,28-04-2016,5577150313,4/28/2016,4,,
3544,29-04-2016,5577150313,4/29/2016,4,,
4501,30-04-2016,5577150313,4/30/2016,4,,
4546,05-01-2016,5577150313,05-01-2016,1,,
3014,05-02-2016,5577150313,05-02-2016,2,,
3795,05-03-2016,5577150313,05-03-2016,3,,
2755,05-04-2016,5577150313,05-04-2016,4,,
3004,05-05-2016,5577150313,05-05-2016,5,,
2643,05-06-2016,5577150313,05-06-2016,6,,
1819,05-07-2016,5577150313,05-07-2016,7,,
1819,05-08-2016,5577150313,05-08-2016,8,,
2489,05-09-2016,5577150313,05-09-2016,9,,
3841,05-10-2016,5577150313,05-10-2016,10,,
1665,05-11-2016,5577150313,05-11-2016,11,,
1496,04-12-2016,6117666160,04-12-2016,12,,
1496,13-04-2016,6117666160,4/13/2016,4,,
1496,14-04-2016,6117666160,4/14/2016,4,,
2865,15-04-2016,6117666160,4/15/2016,4,,
2828,16-04-2016,6117666160,4/16/2016,4,,
2225,17-04-2016,6117666160,4/17/2016,4,,
2018,18-04-2016,6117666160,4/18/2016,4,,
2606,19-04-2016,6117666160,4/19/2016,4,,
2536,20-04-2016,6117666160,4/20/2016,4,,
4900,21-04-2016,6117666160,4/21/2016,4,,
2409,22-04-2016,6117666160,4/22/2016,4,,
2651,23-04-2016,6117666160,4/23/2016,4,,
2305,24-04-2016,6117666160,4/24/2016,4,,
1497,25-04-2016,6117666160,4/25/2016,4,,
2450,26-04-2016,6117666160,4/26/2016,4,,
2576,27-04-2016,6117666160,4/27/2016,4,,
1879,28-04-2016,6117666160,4/28/2016,4,,
2560,29-04-2016,6117666160,4/29/2016,4,,
2275,30-04-2016,6117666160,4/30/2016,4,,
2361,05-01-2016,6117666160,05-01-2016,1,,
2044,05-02-2016,6117666160,05-02-2016,2,,
1496,05-03-2016,6117666160,05-03-2016,3,,
1902,05-04-2016,6117666160,05-04-2016,4,,
2636,05-05-2016,6117666160,05-05-2016,5,,
1838,05-06-2016,6117666160,05-06-2016,6,,
2469,05-07-2016,6117666160,05-07-2016,7,,
2250,05-08-2016,6117666160,05-08-2016,8,,
1248,05-09-2016,6117666160,05-09-2016,9,,
2560,04-12-2016,6290855005,04-12-2016,12,,
2905,13-04-2016,6290855005,4/13/2016,4,,
2952,14-04-2016,6290855005,4/14/2016,4,,
2896,15-04-2016,6290855005,4/15/2016,4,,
2783,16-04-2016,6290855005,4/16/2016,4,,
3171,17-04-2016,6290855005,4/17/2016,4,,
2766,18-04-2016,6290855005,4/18/2016,4,,
2839,19-04-2016,6290855005,4/19/2016,4,,
2701,20-04-2016,6290855005,4/20/2016,4,,
2060,21-04-2016,6290855005,4/21/2016,4,,
2796,22-04-2016,6290855005,4/22/2016,4,,
2664,23-04-2016,6290855005,4/23/2016,4,,
2703,24-04-2016,6290855005,4/24/2016,4,,
2771,25-04-2016,6290855005,4/25/2016,4,,
2060,26-04-2016,6290855005,4/26/2016,4,,
2743,27-04-2016,6290855005,4/27/2016,4,,
2687,28-04-2016,6290855005,4/28/2016,4,,
2060,29-04-2016,6290855005,4/29/2016,4,,
2843,30-04-2016,6290855005,4/30/2016,4,,
3327,05-01-2016,6290855005,05-01-2016,1,,
2725,05-02-2016,6290855005,05-02-2016,2,,
2671,05-03-2016,6290855005,05-03-2016,3,,
2718,05-04-2016,6290855005,05-04-2016,4,,
2682,05-05-2016,6290855005,05-05-2016,5,,
2806,05-06-2016,6290855005,05-06-2016,6,,
2613,05-07-2016,6290855005,05-07-2016,7,,
2712,05-08-2016,6290855005,05-08-2016,8,,
2175,05-09-2016,6290855005,05-09-2016,9,,
0,05-10-2016,6290855005,05-10-2016,10,,
1841,04-12-2016,6775888955,04-12-2016,12,,
2400,13-04-2016,6775888955,4/13/2016,4,,
2507,14-04-2016,6775888955,4/14/2016,4,,
2127,15-04-2016,6775888955,4/15/2016,4,,
2225,16-04-2016,6775888955,4/16/2016,4,,
2067,17-04-2016,6775888955,4/17/2016,4,,
2798,18-04-2016,6775888955,4/18/2016,4,,
1841,19-04-2016,6775888955,4/19/2016,4,,
3727,20-04-2016,6775888955,4/20/2016,4,,
1841,21-04-2016,6775888955,4/21/2016,4,,
1922,22-04-2016,6775888955,4/22/2016,4,,
1841,23-04-2016,6775888955,4/23/2016,4,,
2053,24-04-2016,6775888955,4/24/2016,4,,
2484,25-04-2016,6775888955,4/25/2016,4,,
2584,26-04-2016,6775888955,4/26/2016,4,,
1841,27-04-2016,6775888955,4/27/2016,4,,
1993,28-04-2016,6775888955,4/28/2016,4,,
1841,29-04-2016,6775888955,4/29/2016,4,,
2280,30-04-2016,6775888955,4/30/2016,4,,
2319,05-01-2016,6775888955,05-01-2016,1,,
1841,05-02-2016,6775888955,05-02-2016,2,,
1843,05-03-2016,6775888955,05-03-2016,3,,
1841,05-04-2016,6775888955,05-04-2016,4,,
1841,05-05-2016,6775888955,05-05-2016,5,,
2496,05-06-2016,6775888955,05-06-2016,6,,
1032,05-07-2016,6775888955,05-07-2016,7,,
1994,04-12-2016,6962181067,04-12-2016,12,,
1718,13-04-2016,6962181067,4/13/2016,4,,
1466,14-04-2016,6962181067,4/14/2016,4,,
1756,15-04-2016,6962181067,4/15/2016,4,,
2173,16-04-2016,6962181067,4/16/2016,4,,
2027,17-04-2016,6962181067,4/17/2016,4,,
2039,18-04-2016,6962181067,4/18/2016,4,,
2046,19-04-2016,6962181067,4/19/2016,4,,
2174,20-04-2016,6962181067,4/20/2016,4,,
2179,21-04-2016,6962181067,4/21/2016,4,,
2086,22-04-2016,6962181067,4/22/2016,4,,
2571,23-04-2016,6962181067,4/23/2016,4,,
1705,24-04-2016,6962181067,4/24/2016,4,,
2194,25-04-2016,6962181067,4/25/2016,4,,
2012,26-04-2016,6962181067,4/26/2016,4,,
2034,27-04-2016,6962181067,4/27/2016,4,,
2182,28-04-2016,6962181067,4/28/2016,4,,
2254,29-04-2016,6962181067,4/29/2016,4,,
2002,30-04-2016,6962181067,4/30/2016,4,,
1740,05-01-2016,6962181067,05-01-2016,1,,
2162,05-02-2016,6962181067,05-02-2016,2,,
2072,05-03-2016,6962181067,05-03-2016,3,,
2086,05-04-2016,6962181067,05-04-2016,4,,
2066,05-05-2016,6962181067,05-05-2016,5,,
1850,05-06-2016,6962181067,05-06-2016,6,,
1947,05-07-2016,6962181067,05-07-2016,7,,
1659,05-08-2016,6962181067,05-08-2016,8,,
2105,05-09-2016,6962181067,05-09-2016,9,,
2361,05-10-2016,6962181067,05-10-2016,10,,
1855,05-11-2016,6962181067,05-11-2016,11,,
928,05-12-2016,6962181067,05-12-2016,12,,
2937,04-12-2016,7007744171,04-12-2016,12,,
2742,13-04-2016,7007744171,4/13/2016,4,,
2668,14-04-2016,7007744171,4/14/2016,4,,
2098,15-04-2016,7007744171,4/15/2016,4,,
2076,16-04-2016,7007744171,4/16/2016,4,,
2383,17-04-2016,7007744171,4/17/2016,4,,
2832,18-04-2016,7007744171,4/18/2016,4,,
2812,19-04-2016,7007744171,4/19/2016,4,,
3096,20-04-2016,7007744171,4/20/2016,4,,
2763,21-04-2016,7007744171,4/21/2016,4,,
2889,22-04-2016,7007744171,4/22/2016,4,,
2284,23-04-2016,7007744171,4/23/2016,4,,
2667,24-04-2016,7007744171,4/24/2016,4,,
3055,25-04-2016,7007744171,4/25/2016,4,,
2939,26-04-2016,7007744171,4/26/2016,4,,
2830,27-04-2016,7007744171,4/27/2016,4,,
2836,28-04-2016,7007744171,4/28/2016,4,,
3180,29-04-2016,7007744171,4/29/2016,4,,
2051,30-04-2016,7007744171,4/30/2016,4,,
2225,05-01-2016,7007744171,05-01-2016,1,,
2642,05-02-2016,7007744171,05-02-2016,2,,
2976,05-03-2016,7007744171,05-03-2016,3,,
1557,05-04-2016,7007744171,05-04-2016,4,,
2933,05-05-2016,7007744171,05-05-2016,5,,
2553,05-06-2016,7007744171,05-06-2016,6,,
120,05-07-2016,7007744171,05-07-2016,7,,
2772,04-12-2016,7086361926,04-12-2016,12,,
2516,13-04-2016,7086361926,4/13/2016,4,,
2734,14-04-2016,7086361926,4/14/2016,4,,
2395,15-04-2016,7086361926,4/15/2016,4,,
1635,16-04-2016,7086361926,4/16/2016,4,,
1629,17-04-2016,7086361926,4/17/2016,4,,
2743,18-04-2016,7086361926,4/18/2016,4,,
2944,19-04-2016,7086361926,4/19/2016,4,,
2997,20-04-2016,7086361926,4/20/2016,4,,
2463,21-04-2016,7086361926,4/21/2016,4,,
2846,22-04-2016,7086361926,4/22/2016,4,,
1965,23-04-2016,7086361926,4/23/2016,4,,
2049,24-04-2016,7086361926,4/24/2016,4,,
2752,25-04-2016,7086361926,4/25/2016,4,,
2781,26-04-2016,7086361926,4/26/2016,4,,
2693,27-04-2016,7086361926,4/27/2016,4,,
2862,28-04-2016,7086361926,4/28/2016,4,,
2616,29-04-2016,7086361926,4/29/2016,4,,
2995,30-04-2016,7086361926,4/30/2016,4,,
2730,05-01-2016,7086361926,05-01-2016,1,,
2754,05-02-2016,7086361926,05-02-2016,2,,
2754,05-03-2016,7086361926,05-03-2016,3,,
2655,05-04-2016,7086361926,05-04-2016,4,,
2386,05-05-2016,7086361926,05-05-2016,5,,
2924,05-06-2016,7086361926,05-06-2016,6,,
2739,05-07-2016,7086361926,05-07-2016,7,,
2534,05-08-2016,7086361926,05-08-2016,8,,
2960,05-09-2016,7086361926,05-09-2016,9,,
2800,05-10-2016,7086361926,05-10-2016,10,,
2735,05-11-2016,7086361926,05-11-2016,11,,
1199,05-12-2016,7086361926,05-12-2016,12,,
3186,04-12-2016,8053475328,04-12-2016,12,,
3140,13-04-2016,8053475328,4/13/2016,4,,
3411,14-04-2016,8053475328,4/14/2016,4,,
3410,15-04-2016,8053475328,4/15/2016,4,,
2867,16-04-2016,8053475328,4/16/2016,4,,
3213,17-04-2016,8053475328,4/17/2016,4,,
3133,18-04-2016,8053475328,4/18/2016,4,,
3114,19-04-2016,8053475328,4/19/2016,4,,
3043,20-04-2016,8053475328,4/20/2016,4,,
3103,21-04-2016,8053475328,4/21/2016,4,,
2655,22-04-2016,8053475328,4/22/2016,4,,
3554,23-04-2016,8053475328,4/23/2016,4,,
3577,24-04-2016,8053475328,4/24/2016,4,,
3403,25-04-2016,8053475328,4/25/2016,4,,
2846,26-04-2016,8053475328,4/26/2016,4,,
2852,27-04-2016,8053475328,4/27/2016,4,,
3062,28-04-2016,8053475328,4/28/2016,4,,
2794,29-04-2016,8053475328,4/29/2016,4,,
2408,30-04-2016,8053475328,4/30/2016,4,,
1886,05-01-2016,8053475328,05-01-2016,1,,
1988,05-02-2016,8053475328,05-02-2016,2,,
3023,05-03-2016,8053475328,05-03-2016,3,,
2918,05-04-2016,8053475328,05-04-2016,4,,
2950,05-05-2016,8053475328,05-05-2016,5,,
2859,05-06-2016,8053475328,05-06-2016,6,,
3331,05-07-2016,8053475328,05-07-2016,7,,
3589,05-08-2016,8053475328,05-08-2016,8,,
2765,05-09-2016,8053475328,05-09-2016,9,,
2926,05-10-2016,8053475328,05-10-2016,10,,
2809,05-11-2016,8053475328,05-11-2016,11,,
1505,05-12-2016,8053475328,05-12-2016,12,,
2044,04-12-2016,8253242879,04-12-2016,12,,
1935,13-04-2016,8253242879,4/13/2016,4,,
1705,14-04-2016,8253242879,4/14/2016,4,,
1632,15-04-2016,8253242879,4/15/2016,4,,
1880,16-04-2016,8253242879,4/16/2016,4,,
2112,17-04-2016,8253242879,4/17/2016,4,,
1829,18-04-2016,8253242879,4/18/2016,4,,
1763,19-04-2016,8253242879,4/19/2016,4,,
1931,20-04-2016,8253242879,4/20/2016,4,,
2218,21-04-2016,8253242879,4/21/2016,4,,
1651,22-04-2016,8253242879,4/22/2016,4,,
2132,23-04-2016,8253242879,4/23/2016,4,,
1976,24-04-2016,8253242879,4/24/2016,4,,
1909,25-04-2016,8253242879,4/25/2016,4,,
1813,26-04-2016,8253242879,4/26/2016,4,,
2008,27-04-2016,8253242879,4/27/2016,4,,
1580,28-04-2016,8253242879,4/28/2016,4,,
1854,29-04-2016,8253242879,4/29/2016,4,,
0,30-04-2016,8253242879,4/30/2016,4,,
3635,04-12-2016,8378563200,04-12-2016,12,,
4079,13-04-2016,8378563200,4/13/2016,4,,
4163,14-04-2016,8378563200,4/14/2016,4,,
3666,15-04-2016,8378563200,4/15/2016,4,,
3363,16-04-2016,8378563200,4/16/2016,4,,
2572,17-04-2016,8378563200,4/17/2016,4,,
4157,18-04-2016,8378563200,4/18/2016,4,,
4092,19-04-2016,8378563200,4/19/2016,4,,
3787,20-04-2016,8378563200,4/20/2016,4,,
4236,21-04-2016,8378563200,4/21/2016,4,,
4044,22-04-2016,8378563200,4/22/2016,4,,
2908,23-04-2016,8378563200,4/23/2016,4,,
2741,24-04-2016,8378563200,4/24/2016,4,,
4005,25-04-2016,8378563200,4/25/2016,4,,
3763,26-04-2016,8378563200,4/26/2016,4,,
3061,27-04-2016,8378563200,4/27/2016,4,,
2884,28-04-2016,8378563200,4/28/2016,4,,
2982,29-04-2016,8378563200,4/29/2016,4,,
2660,30-04-2016,8378563200,4/30/2016,4,,
3369,05-01-2016,8378563200,05-01-2016,1,,
3491,05-02-2016,8378563200,05-02-2016,2,,
3784,05-03-2016,8378563200,05-03-2016,3,,
3110,05-04-2016,8378563200,05-04-2016,4,,
3783,05-05-2016,8378563200,05-05-2016,5,,
3644,05-06-2016,8378563200,05-06-2016,6,,
2799,05-07-2016,8378563200,05-07-2016,7,,
2685,05-08-2016,8378563200,05-08-2016,8,,
3721,05-09-2016,8378563200,05-09-2016,9,,
3586,05-10-2016,8378563200,05-10-2016,10,,
3788,05-11-2016,8378563200,05-11-2016,11,,
1976,05-12-2016,8378563200,05-12-2016,12,,
2650,04-12-2016,8583815059,04-12-2016,12,,
2654,13-04-2016,8583815059,4/13/2016,4,,
2443,14-04-2016,8583815059,4/14/2016,4,,
2505,15-04-2016,8583815059,4/15/2016,4,,
2693,16-04-2016,8583815059,4/16/2016,4,,
2439,17-04-2016,8583815059,4/17/2016,4,,
2536,18-04-2016,8583815059,4/18/2016,4,,
2668,19-04-2016,8583815059,4/19/2016,4,,
2647,20-04-2016,8583815059,4/20/2016,4,,
2883,21-04-2016,8583815059,4/21/2016,4,,
2944,22-04-2016,8583815059,4/22/2016,4,,
3012,23-04-2016,8583815059,4/23/2016,4,,
2889,24-04-2016,8583815059,4/24/2016,4,,
2547,25-04-2016,8583815059,4/25/2016,4,,
3093,26-04-2016,8583815059,4/26/2016,4,,
3142,27-04-2016,8583815059,4/27/2016,4,,
2757,28-04-2016,8583815059,4/28/2016,4,,
3513,29-04-2016,8583815059,4/29/2016,4,,
3164,30-04-2016,8583815059,4/30/2016,4,,
2596,05-01-2016,8583815059,05-01-2016,1,,
2894,05-02-2016,8583815059,05-02-2016,2,,
3212,05-03-2016,8583815059,05-03-2016,3,,
2516,05-04-2016,8583815059,05-04-2016,4,,
3266,05-05-2016,8583815059,05-05-2016,5,,
2683,05-06-2016,8583815059,05-06-2016,6,,
2810,05-07-2016,8583815059,05-07-2016,7,,
2940,05-08-2016,8583815059,05-08-2016,8,,
2947,05-09-2016,8583815059,05-09-2016,9,,
2846,05-10-2016,8583815059,05-10-2016,10,,
2804,05-11-2016,8583815059,05-11-2016,11,,
0,05-12-2016,8583815059,05-12-2016,12,,
2044,04-12-2016,8792009665,04-12-2016,12,,
1934,13-04-2016,8792009665,4/13/2016,4,,
1963,14-04-2016,8792009665,4/14/2016,4,,
2009,15-04-2016,8792009665,4/15/2016,4,,
1721,16-04-2016,8792009665,4/16/2016,4,,
1688,17-04-2016,8792009665,4/17/2016,4,,
1688,18-04-2016,8792009665,4/18/2016,4,,
1688,19-04-2016,8792009665,4/19/2016,4,,
2188,20-04-2016,8792009665,4/20/2016,4,,
1720,21-04-2016,8792009665,4/21/2016,4,,
2419,22-04-2016,8792009665,4/22/2016,4,,
2748,23-04-2016,8792009665,4/23/2016,4,,
1799,24-04-2016,8792009665,4/24/2016,4,,
1688,25-04-2016,8792009665,4/25/2016,4,,
1928,26-04-2016,8792009665,4/26/2016,4,,
2067,27-04-2016,8792009665,4/27/2016,4,,
2780,28-04-2016,8792009665,4/28/2016,4,,
3101,29-04-2016,8792009665,4/29/2016,4,,
2896,30-04-2016,8792009665,4/30/2016,4,,
1962,05-01-2016,8792009665,05-01-2016,1,,
2015,05-02-2016,8792009665,05-02-2016,2,,
2297,05-03-2016,8792009665,05-03-2016,3,,
2067,05-04-2016,8792009665,05-04-2016,4,,
1688,05-05-2016,8792009665,05-05-2016,5,,
1688,05-06-2016,8792009665,05-06-2016,6,,
1688,05-07-2016,8792009665,05-07-2016,7,,
1688,05-08-2016,8792009665,05-08-2016,8,,
1688,05-09-2016,8792009665,05-09-2016,9,,
57,05-10-2016,8792009665,05-10-2016,10,,
3921,04-12-2016,8877689391,04-12-2016,12,,
3566,13-04-2016,8877689391,4/13/2016,4,,
3793,14-04-2016,8877689391,4/14/2016,4,,
3934,15-04-2016,8877689391,4/15/2016,4,,
4547,16-04-2016,8877689391,4/16/2016,4,,
3545,17-04-2016,8877689391,4/17/2016,4,,
2761,18-04-2016,8877689391,4/18/2016,4,,
3676,19-04-2016,8877689391,4/19/2016,4,,
3679,20-04-2016,8877689391,4/20/2016,4,,
3659,21-04-2016,8877689391,4/21/2016,4,,
3427,22-04-2016,8877689391,4/22/2016,4,,
3891,23-04-2016,8877689391,4/23/2016,4,,
3455,24-04-2016,8877689391,4/24/2016,4,,
3802,25-04-2016,8877689391,4/25/2016,4,,
2860,26-04-2016,8877689391,4/26/2016,4,,
3808,27-04-2016,8877689391,4/27/2016,4,,
3060,28-04-2016,8877689391,4/28/2016,4,,
2698,29-04-2016,8877689391,4/29/2016,4,,
4398,30-04-2016,8877689391,4/30/2016,4,,
2786,05-01-2016,8877689391,05-01-2016,1,,
2189,05-02-2016,8877689391,05-02-2016,2,,
2817,05-03-2016,8877689391,05-03-2016,3,,
3477,05-04-2016,8877689391,05-04-2016,4,,
3052,05-05-2016,8877689391,05-05-2016,5,,
4015,05-06-2016,8877689391,05-06-2016,6,,
4142,05-07-2016,8877689391,05-07-2016,7,,
2847,05-08-2016,8877689391,05-08-2016,8,,
3710,05-09-2016,8877689391,05-09-2016,9,,
2832,05-10-2016,8877689391,05-10-2016,10,,
3832,05-11-2016,8877689391,05-11-2016,11,,
1849,05-12-2016,8877689391,05-12-2016,12,,
